text,aspect,label
"My friends and I experienced amazing cheese and a delicious, new summer menu at Artisanal last night.",cheese,positive
"The menu was impressive with selections ranging from a burger, to steak, to escargot.",menu,positive
"The service was attentive, yet unimposing, the food was far better than many notorious restaurants in Midtown and the wine list is extensive and well priced.",priced,positive
Although they do the typical what kind of water would you like questions the service was good and overall very relaxing to place to eat.,water,neutral
Fresh ingredients and everything is made to order.,ingredients,positive
"Got club soda, filled with ice, no lime.","club soda, filled with ice, no lime",neutral
"It's a place for people who pay a lot for mediocre food, noise and a chance to be with their fellow bridge and tunnel folks.",noise,negative
"The photobook menu was a cute touch, certainly helped my group and I pick the fried chicken, pork chop, and noodle dishes that we all ordered.",fried chicken,neutral
"We didn't even see a menu, as our waiter described both the specials and the main dishes.",main dishes,neutral
"The atmosphere is unheralded, the service impecible, and the food magnificant.",food,positive
"They are tasty, but I suggest only eating one with meat because they tend not to mesh that well with the average American digestive system.",meat,neutral
We walked in on a Wednesday night and were seated promptly.,seated,positive
The portions are small but being that the food was so good makes up for that.,food,positive
Interesting other dishes for a change include chicken in curry sauce and salmon caserole.,salmon caserole,positive
I grew up eating Dosa and have yet to find a place in NY to satisfy my taste buds.,Dosa,neutral
"The vibe is very relaxed and cozy, service was great and the food was excellent!",service,positive
"If you're looking for a place to sit down, have a drink and conversations with friends, go to sweet-n-tart and order yourself a hong-kong styled milk and tea with tapioca pearls (hot).",hong-kong styled milk,positive
The quail was fantastic and unique and the pastas were full of flavor.,flavor,positive
"Authentic food and they have REAL service, not just the rush you get sometimes when they try to push you out the door.",service,positive
The spicy Tuna roll is huge and probably the best that I've had at this price range.,Tuna roll,positive
I have lived in Japan for 7 years and the taste of the food and the feel of the restaurant is like being back in Japan.,taste,positive
"The Bagels have an outstanding taste with a terrific texture, both chewy yet not gummy.",Bagels,positive
"Quality ingredients preparation all around, and a very fair price for NYC.",price,positive
"The food was just awful, ATROCIOUS actually.",food,negative
"The food is good, especially their more basic dishes, and the drinks are delicious.",food,positive
The fries are yummy.,fries,positive
The staff was the friendliest that have seen in New York.,staff,positive
"The food is good, I can't lie.",food,positive
I had been a regular due to the consistently good food and ease of getting a table.,getting a table,positive
"The menu consisted of standard brassiere food, better then places like Balthazar etc.",menu,positive
DO not try unless you're just going there to hang out like the rest of the hipsters who apparently have no sense of taste.,taste,negative
"Because we didn't have a reservation, we could only sit in the back garden, but it was great, secluded and perfect in nice weather.",back garden,positive
"Butter was melted, white wine warm, cheese oozing everywhere.",Butter,negative
"His wife Tanya, the hostess, completes the comforting atmosphere by being delightfully warm and gracious.",atmosphere,positive
"Restaurant snobs need not bother, this is a small, neighborhood kind of place.",place,positive
"We ate out in the back patio, which is worth it as it's cool and the music is hear well there.",back patio,positive
"My goodness, everything from the fish to the rice to the seaweed was absolutely amazing.",seaweed,positive
"The plain slice is great and if you get toppings, the whole slice is topped with them, not sparsely sprinkled on like some places.",plain slice,positive
"Food was very good as well, considering that we tried the budget selection (though I wish the pork belly that I ordered was roasted a bit longer, so that fat was more of a melt-in-your-mouth experience).",fat,negative
"While certain staples are excellent (the burger, some of the pastas), the food is not really the point.",pastas,positive
"The food was just OK, I would never go back.",food,neutral
Although be warned their dinner menu to sit and take out prices are different.,take out,neutral
Our food was great too!,food,positive
"Bottom line: B+ for the food, F for the service.",service,negative
"For some reason, all the seafood on the menu was unavailable except for the Salmon.",menu,negative
$20 for all you can eat sushi cannot be beaten.,sushi,neutral
"Barbecued codfish was gorgeously moist - as if poached - yet the fabulous texture was let down by curiously bland seasoning - a spice rub might have overwhelmed, however herb mix or other sauce would have done much to enhance.",herb mix,negative
"The food is yummy, especially their cooked-to-perfection mussels in spicy tomato sauce and their shoestring crispy fries.",fries,positive
This place is worth going even if only for their beer.,beer,positive
"I didn't expect to like Nosh as much as I did, but the pastrami on challah sandwich I had was otherworldly, the soups are like Mom's, and the knishes give Yonah Schimmel's a run for its money.",pastrami on challah sandwich,positive
"Kind, attentive wait staff.",wait staff,positive
"Normally that would be improper, however they were all delicious and my host did not complain.",host,neutral
Although be warned their dinner menu to sit and take out prices are different.,dinner menu to sit,neutral
"Considering their price of $6.25 for lunch special, the dish was ridiculously small.",price,negative
"The staff was accomodating, the food was absolutely delicious and the place is lovely.",place,positive
"Its a nice quiet location to go eat a good meal, relax, be able to talk and have a very good time.",location,positive
"It is set far from the small street it's on, and there is no traffic noise.",traffic noise,positive
The wine and cheese plate are plentiful and can't wait to try the fondue or table grilling.,table grilling,positive
Priced at upper intermediate range.,Priced,negative
"The flavors are great, and the menu is extensive.",menu,positive
"However, they've got the most amazing pastrami and the soups hit the spot.",pastrami,positive
"Delicate spices, onions, eggs and a kick-ass roti.",spices,positive
"The service is excellent, the decor is great, and the food is delicious and comes in large portions.",decor,positive
you can actually get 2 salads worth if u take it home and add it to some lettuce!,salads,negative
Prices too high for this cramped and unappealing resturant.,Prices,negative
"When my husband and go there, we spend $60.00 (have LOBSTER TAILS UMMMMM need I say more) I can't say any more, it a place you'll never forget If you never go, you'll miss A Meal of your life time",LOBSTER TAILS,positive
The soup is pretty good too.,soup,positive
"As a long-time patron of Mamoun's, I always figured that I had found the best late night food spot in the city.",food spot,positive
We thought that this place is using too much of MSG cooking in the foods.,foods,negative
"Ambience is delightful, service impeccable.",Ambience,positive
"Leon is an East Village gem: casual but hip, with well prepared basic French bistro fare, good specials, a warm and lively atmosphere.",French bistro fare,positive
"However, in the summer of 2003, it seems the management has changed and the great big door has been replaced for a glass front ridding itself of the dark romantic getup.",management,neutral
Sauce was watery and the food didn't have much flavor.,flavor,negative
"The staff makes you feel at home, the food is great and the atmosphere is WONDERFUL!",atmosphere,positive
The staff there is very attentive and down to earth.,staff,positive
"if you're looking for perfect traditional sushi, go here - if you're looking for interesting combinations, try sushi of gari's (east side).",sushi,positive
"While we enjoyed the food, we were highly disappointed by the poor service (waiter was not quite competent and SLOW service) and lack of remorse.",service,negative
"From the terrible service, to the bland food, not to mention the unaccommodating managers, the overall experience was horrible.",food,negative
Another plus is most of the entrees are approx.,entrees,positive
"this is the best secret place in midtown', I heard that from the bartender, after having brilliant food ( try steak with portobello mushrooms) and drinks on the bar last Tuesday.",bartender,neutral
This restaurant is a wonderful place to go many times and it is reasonably priced.,priced,positive
Baluchi's has solid food and a nice decor at reasonable prices.,food,positive
"By far, the best pizza in Manhattan.",pizza,positive
Friendly staff that actually lets you enjoy your meal and the company you're with.,meal,positive
Delivery service is great too.,Delivery service,positive
"i've been to sapphire twice and both times the food was fine, if not good.",food,positive
Its a great place for a casual date or to entertain clients for lunch.,lunch,neutral
For the next hour and a half we stood in the crowded lobby area of this touristy restaurant listening to all types of explanations of why we were not being seated.,seated,negative
There is also very limited seating and there can be a substantial wait in getting food at peak times.,food,neutral
"The crust is thin, the ingredients are fresh and the staff is friendly.",staff,positive
I've been to Naples 45 for dinner twice.,dinner,neutral
"May, the owner always has a smile on her and will warmly greet you.",owner,positive
Diner food at bistro prices is a bummer....,food,negative
Plus they made a perfect martini.,martini,positive
Great place to grab a hot bagel on the way to work.,hot bagel,positive
"Barbecued codfish was gorgeously moist - as if poached - yet the fabulous texture was let down by curiously bland seasoning - a spice rub might have overwhelmed, however herb mix or other sauce would have done much to enhance.",Barbecued codfish,positive
"When he's not making authentic Neapolitan pizza in the open brick oven or lightly frying zucchini blossoms, he's visiting the regulars (a growing legion) and checking on newcomers.",Neapolitan pizza,positive
If you like spicy food get the chicken vindaloo.,chicken vindaloo,neutral
"Bottom line: B+ for the food, F for the service.",food,positive
"I didn't expect to like Nosh as much as I did, but the pastrami on challah sandwich I had was otherworldly, the soups are like Mom's, and the knishes give Yonah Schimmel's a run for its money.",knishes,positive
"The wait staff is friendly, and the food has gotten better and better!",wait staff,positive
The place itself is beautiful the bar scene seems to be happening.,bar scene,positive
Excellent lunch buffet for only $6.95.,lunch buffet,positive
These innovators of french indian fusion do a great job of making dishes as interesting as possible while still being accessible.,french indian fusion,positive
Pizza here is consistently good.,Pizza,positive
"Only complaint would be that at an average cost of $12-$15 per meal, I'd like not to have to worry about finding a seat!",cost,negative
Great romantic place for a date (try to get the corner booth table for a little privacy and to sit close!).,corner booth table,positive
"It may be a bit packed on weekends, but the vibe is good and it is the best French food you will find in the area.",French food,positive
We had the pot-stickers which were great and a tempura dish that was great.,pot-stickers,positive
Frites were delicious if a bit on the thick side.,Frites,positive
"Great food, great decor, great service.",decor,positive
"However, if you want great food at a great price and don't mind the decor, you can't beat this place.",food,positive
"While we thoroughly enjoyed the food, it was annoying to scream across the table for conversation.",food,positive
The Prix Fixe menu is worth every penny and you get more than enough (both in quantity AND quality).,quantity,positive
The food is great.,food,positive
"The puke green walls leave a lot to be desired, but the food is very good.",walls,negative
"The food is amazing, rich pastas and fresh doughy pizza.",pastas,positive
My husband and I enjoyed each of the 6 taste size portions and left completely full.,portions,positive
"The main course had an average portion, and was decent overall.",main course,positive
Two words: Free wine.,wine,positive
"great eats, good times.",eats,positive
"Try the crunchy tuna, it is to die for.",crunchy tuna,positive
"We recently decided to try this location, and to our delight, they have outdoor seating, perfect since I had my yorkie with me.",outdoor seating,positive
"The restuarant itself is not large, but seems to have several round tables to accomodate large groups hoping to save a buck to eat authentic Taiwanese.",Taiwanese,positive
The food is a diamond in rough -- the food is delicious and homemade with the perfect balance of herbs and tomatoes.,food,positive
The sauces used are also not that exciting.,sauces,negative
"The food is uniformly exceptional, with a very capable kitchen which will proudly whip up whatever you feel like eating, whether it's on the menu or not.",menu,neutral
"Oh, but wait, we were out of drinks (which were also delightfully overpriced).",drinks,negative
Mermaid Inn is an overall good restaurant with really good seafood.,seafood,positive
"Everything looks great, the drinks, the decor, the food, even the people.",decor,positive
They have some great entrees here as well.,entrees,positive
"While this can hardly be called a restaurant, it is possibly the best deal in Manhatten: $4 for a plate heaped with rice and 2-3 entrees.",entrees,positive
The food is tasty and portion sizes are appropriate.,portion sizes,positive
I care more about the food and ambience.,ambience,neutral
The food is delicious and beautifully prepared along with the friendly and personable service.,food,positive
We were fans of the half-price Saturday night option until some inedible squid during a recent visit.,half-price Saturday night option,positive
Good for casual dinner with jeans and sneakers.,casual dinner,positive
The quality of food at this restaurant accompanied  by fantastic live jazz makes this place a perfect 10!,live jazz,positive
A bit breezy up there on the mezzanine from the wind coming from the tracks.,mezzanine,negative
The service was excellent and the food was delicious.,service,positive
We could have made a meal of the yummy dumplings from the dumpling menu.,dumpling menu,positive
one of the best Chicken Tikka Masala.,Chicken Tikka Masala,positive
"There was a long wait for a table outside, but it was a little too hot in the sun anyway so our insde table was very nice.",wait,negative
"Great friendly service, Fast seating, Fast Delivery, Excellent sushi.",sushi,positive
"I stumbled upon this second floor walk-up two Fridays ago when I was with two friends in town from L.A. Being serious sushi lovers, we sat at the sushi bar to be closer to the action.",sushi,neutral
"The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).",lamb sausages,positive
The service is awful--the last time I was there (and I do mean the last time) we were told that they needed our table so we would have to leave.,service,negative
"The staff is very kind and well trained, they're fast, they are always prompt to jump behind the bar and fix drinks, they know details of every item in the menu and make excelent recomendations.",menu,neutral
A cool place to hang with your friends for a couple of healthy drinks and desserts.,desserts,positive
I asked for an open faced cheese sandwich and the manager basically told me to take my business elsewhere!,open faced cheese sandwich,neutral
Other apetizers and food,food,neutral
"Given the incredible architecture surrounding it, this place has no character.",architecture,positive
"Small servings for main entree, i had salmon (wasnt impressed) girlfriend had chicken, it was good.",chicken,positive
"The staff is accomodating, the ambiance is exciting and yet relaxed, and the food is out of this world!",staff,positive
"We've been following chef Lyle's food around New York for 15 years and while remaining classic, his innovations with bistro fare have made us return and return.",bistro fare,positive
Their pad penang is delicious and everything else is fantastic.,pad penang,positive
"If you want some roast duck, pork or chicken on rice with ginger, try them out!",roast duck,positive
"Overall, the ingredients and technique are there and I am encouraged enough to return at lunch or dinner to see whether the boldness of the flavour palette improves.",technique,positive
"If you don't mind pre-sliced low quality fish, unfriendly staff and a sushi chef that looks like he is miserable then this is your place.",sushi chef,negative
"They did not have mayonnaise, forgot our toast, left out ingredients (ie cheese in an omelet), below hot temperatures and the bacon was so over cooked it crumbled on the plate when you touched it.",omelet,neutral
"Anyway, the food is good, the price is right and they have a decent wine list.",wine list,positive
"Best of all is the warm vibe, the owner is super friendly and service is fast.",vibe,positive
Decor leaves something to be desired.,Decor,negative
"Complimentary stuff kept coming, and when the waiter saw me opening a gift, I received my dessert on a plate that had Happy Birthday written on it, with a candlevery nice touch, and attentive staff.",dessert,positive
The steak was excellent and one of the best I have had (I tasted the butter intitally but in no way did it overwhelm the flavor of the meat).,flavor,neutral
I must say the view of NYC is so beautiful!,view,positive
"In such a crappy part of town to find a good value for lunch, this place is great.",lunch,positive
"Behind this counter, two men are squeezed in.",counter,negative
"Fresh, authentic, french cuisine in substantial portions.",portions,positive
They charge different prices all the time.,prices,negative
A++   The service was good to excellent along with the attitude.,service,positive
"The service was attentive, yet unimposing, the food was far better than many notorious restaurants in Midtown and the wine list is extensive and well priced.",food,positive
Not worth the prices.,prices,negative
honestly the worst sushi my husband and i had in our entire lives.,sushi,negative
There is actually space to breathe and the decor sets the tone for an intimate dinner.,decor,positive
The service was attentive and her suggestions of menu items was right on the mark.,service,positive
"The combination of fresh tomato sauce, fresh mozz cheese, basil and the dough they make with imported flour, makes this is one of the better pizza's in NY.",dough,positive
The people in the restaurant were pretty obnoxious and loud.,people,negative
"Still, try it once, since if you end up loving the food, it could be one of your best dining experiences.",food,neutral
"From the terrible service, to the bland food, not to mention the unaccommodating managers, the overall experience was horrible.",managers,negative
"The waiters are sweet, the food is tasty and the bill is never too large.",food,positive
Tried the pad see ew on the recommendation of the last reviewer since it's one of my favorite dishes.,dishes,positive
The service was friendly and the atmosphere was casual.,atmosphere,positive
I love and I know gourmet food by excellence!,gourmet food,positive
"While Sapphire is certainly not lacking in ambiance, and probably has the best decor of any Indian restaurant I have been to in New York City, the food was not what I had hoped for.",decor,positive
The fish is fresh and each piece is sliced to perfection and seasoned by the sushi chef (usually with a little fresh wasabi and soy sauce but also sometimes with some sea salt).,sushi chef,positive
The corned beef was tender and melted in my mouth.,corned beef,positive
The setting is casual and romantic.,setting,positive
"However, if you want great food at a great price and don't mind the decor, you can't beat this place.",price,positive
"Try the congee and the donut like deep fried dough they call Ow Ley Soh, a delicious and sweet tasting bread.",congee,positive
The banana tower is an amazing dessert as well.,banana tower,positive
"$160 for 2 filets, 2 sides, an appetizer and drinks.",sides,neutral
Our server checked on us maybe twice during the entire meal.,meal,neutral
My family and I ate here last night for our annual Christmas dinner with the family members who would rather spend the holidays with friends out-of-town.,Christmas dinner,neutral
The bar is very well stocked with interesting beers and well priced wines.,wines,positive
"Average to good Thai food, but terrible delivery.",delivery,negative
"In addition, the food is very good and the prices are reasonable.",prices,positive
The selection changes frequently but the basic dishes are always available.,basic dishes,neutral
"Food was average and creme brulee was awful - the sugar was charred, not caramelized and smelled of kerosene.",creme brulee,negative
"I got the $10 10-piece dim sum combo, every bite of which was great.",dim sum combo,positive
It won't break the bank but I also wouldnt come back for the food.,food,negative
If you like your music blasted and the system isnt that great and if you want to pay at least 100 dollar bottle minimun then you'll love it here.,bottle minimun,negative
Here you get the zen feel without feeling rigid.,zen feel,positive
The waitress was very patient with us and the food is phenomenal!,waitress,positive
and yes Dal Bukhara is so dam good and so are all the kababs.,kababs,positive
"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",rolls,positive
"Both times I was extremely dissappointed by the service, which was boarderline rude.",service,negative
"Grilled whole fish wonderful, great spicing.",fish,positive
"I had a terrific meal, and our server guided us toward a very nice wine in our price range, instead of allowing us to purchase a similarly priced wine that wasn't as good.",server,positive
Really tasty spring rolls and noodles for a good price though.,noodles,positive
The fish is fresh and each piece is sliced to perfection and seasoned by the sushi chef (usually with a little fresh wasabi and soy sauce but also sometimes with some sea salt).,soy sauce,positive
"Though you will undoubtedly be seated at a table with what seems like barely enough room (no matter what the size of your party), the warm atomosphere is worth the cramped quarters- you'll have fun and forgot about the tight spot you're in.",room,negative
But the main hit was the whole grilled fish.,whole grilled fish,positive
The ambience is very romantic and definitely a good place to bring a date.,place,positive
"Also, the hostess called me today to thank us for coming and mentioned how she hoped that my girlfriend enjoyed her birthday - unexpected, but a truly above and beyond thing to do...",hostess,positive
"Nha Trang, while being notorious for utter lack of comfort and decor, horribly slow wait staff and horribly quick meals, is one of the best vietnamese restaurants i've ever been to. the pho is delicious and comes with very fresh vegtables.",decor,negative
"They did not have mayonnaise, forgot our toast, left out ingredients (ie cheese in an omelet), below hot temperatures and the bacon was so over cooked it crumbled on the plate when you touched it.",cheese,neutral
The sushi is average and the prices are anything but.,sushi,neutral
The restaraurant is very small so reservations are a must.,reservations,neutral
I ordered the chu chu curry and my friend ordered the pad thai chicken.,chu chu curry,neutral
I think the stuff was better than Disney.,stuff,positive
The service was attentive without being overbearing and each dish we tried was wonderful from the spring rolls to the cod with pineapple tempura.,cod with pineapple tempura,positive
"While this is a pretty place in that overly cute French way, the food was insultingly horrible.",place,positive
I keep my fingers crossed the whole subway ride hoping that there will be a table I can sit at by myself and not have to share with the rice congee soup people.,table,neutral
"Try the mediterranean salad, it is a true experience for your taste buds!!",mediterranean salad,positive
And the Tom Kha soup was pathetic.,Tom Kha soup,negative
Jimmy's is hands down the hottest night spot in the Bronx.,spot,positive
"However, their popularity has yet to slow down, and I still find myself drawn to their ambiance and delectable reputation.",ambiance,positive
I had Filet Mignon with garlic mash.,Filet Mignon with garlic mash,neutral
"Ambiance and music funky, which I enjoy.",Ambiance,positive
"The menu is Prix Fixe, so be prepared to spend at least $60 per person, but it is Well worth itsuperb food.",menu,negative
I really liked the noodle dishes at Rice Avenue compared to their Green Curry dish.,noodle dishes,positive
The pizza was really good.,pizza,positive
Appetizers are somewhere around $7 each and the main dishes are between $11 and $16.,Appetizers,neutral
The menu prices are a bit expensive for what you get in quality and portion size.,menu prices,negative
The zucchini and mashed potatoes are a blend of garlic and butter which simply melts in your mouth.,garlic,positive
"Guacamole+shrimp appetizer was really great, we both had the filet, very good, didn't much like the frites that came with, but the filet was so good, neither of us cared.",filet,positive
"This place doesn't compare with Mamoun's in terms of price, freshness, value, and consisent quality, but that's just my opinion.",quality,negative
I will recommend Scopa to all of my friends for a place to go for wonderful Italian food.,Italian food,positive
"Spice is great Thai food, love the inexpensive appetizers.",Thai food,positive
I was pretty much full after our fondue appetizer.,fondue appetizer,neutral
I have to say that if this what makes it easier to get a saet a lunch- I dont mind.,lunch,neutral
The meat dishes were only so-so.,meat dishes,neutral
"This is the only Thai place I go too in NYC, it's wonderful, and live relaxed Jazz on certain nights.",Jazz,positive
"delicious bagels, especially when right out of the oven.",bagels,positive
"Plus, when our entrees were held up in the kitchen on a busy Saturday night, the owner sent over complimentary summer rolls to hold us over!",summer rolls,positive
The place was quiet and delightful.,place,positive
This is my first time writing a review for a restaurant because the food and service was excellent.,service,positive
We were well attended to by the enthusiastic staff especially the manager Tony Gaskin who made excellent suggestions for our menu selections.,menu selections,positive
Service was also very good.,Service,positive
Knowledge of the chef and the waitress are below average.,waitress,negative
Try the Times Square cocktail -- ginger lemonade with vodka (also available without vodka.),ginger lemonade with vodka,positive
"Interesting selection, good wines, service fine, fun decor.",decor,positive
"The chicken and steak were seasoned and cooked to perfection, and the lamb sandwhich is great for heartier appetites.",steak,positive
The only fallback on this restaurant is the prices.,prices,negative
All of the pizzas are terrific and the price is even better!,price,positive
Not impressed with the food.,food,negative
Once for dinner and once for brunch.,brunch,neutral
The octopus eaters were floored by the Octopus salad.,Octopus salad,positive
"Yeah, sometimes the service can be slow.",service,negative
And they have these home made potato chips at the bar that are the most delicious things in the world!,bar,neutral
"For appetizers, I recommend the shrimp fritters and dumplings.",appetizers,neutral
"My husband had the mesclun, salmon, and ice cream and he enjoyed all 3 courses.",mesclun,positive
We were fast to order the appetizer platter since we were very hungry.,appetizer platter,neutral
"in an effort to increase turnover, the restaurant offers no desserts beyond the complimentary espresso cup filled with chocolate mousse.",desserts,negative
"It's the perfect restaurant for NY life style, it got cool design, awsome drinks and food and lot's of good looking people eating and hanging at the pink bar...",food,positive
"The kitchen however, is almost always slow.",kitchen,negative
"Great bagels, spreads and a good place to hang out in.",bagels,positive
"Complimentary stuff kept coming, and when the waiter saw me opening a gift, I received my dessert on a plate that had Happy Birthday written on it, with a candlevery nice touch, and attentive staff.",stuff,positive
This is one of the best comfort food places in the city.,comfort food,positive
This place has the best Chinese style BBQ ribs in the city.,BBQ ribs,positive
I had very high expectations for this place and made a reservation a couple of months in advance for a special occasion.,reservation,neutral
"Dip the ingredients in with your chopsticks, swirl them around, and eat.",ingredients,neutral
"The Pad thai, lad nar and various other dishes all look good on paper but, I've had better thai food in less asthetically pleasing places.",thai food,neutral
"With the exception of our lemon salad that had so much pepper on it that our eyes started watering, the food here was decent, not great.",pepper,negative
"It's a place for people who pay a lot for mediocre food, noise and a chance to be with their fellow bridge and tunnel folks.",food,neutral
"Moules were excellent, lobster ravioli was VERY salty!",Moules,positive
"I plan to come here again and look forward to trying their assortment of bruschetta, panini's.....",panini,positive
Nothing fancy but really good food with pretty reasonable price.,food,positive
The 'kamasutra' and 'bombay cosmopolitan' are excellent and will have you tipsy in no time.,kamasutra,positive
They've the best desserts and mixed drinks as well as snack foods.,snack foods,positive
"Excellent dumplings served amid clean, chic decor.",decor,positive
Staff is very accomodating.,Staff,positive
"So much more than the usual bar food, go there to enjoy the menu while sampling one of their hand-crafted beers.",menu,positive
"I ordered tamarind duck and my wife ordered noodles with ground beef, and we were both delighted by the way the dishes evoked Thai flavors in unexpected ways.",dishes,positive
"The food is outstanding and the service is quick, friendly and very professional.",service,positive
"The food is very good too but for the most part, it's just regular food, nothing special.",food,positive
"Overall, not worth the money.",money,negative
service was efficient courteous.,service,positive
We were seated outside and the waiter spilled red wine and hot tea on myself and my date.,waiter,negative
I have been about 4 times and have always had a great meal.,meal,positive
They are served with a free appetizer and the portions are perfect for lunch.,lunch,neutral
"Especially liked chicken tikka and the naan, and the dals.",dals,positive
The service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals.,service,positive
The food is great and they have a good selecion of wines at reasonable prices.,prices,positive
We didn't get drink refills and she didn't even offer us the option of dessert.,drink refills,negative
Will have to return to try the chocolate!,chocolate,positive
"My husband had the mesclun, salmon, and ice cream and he enjoyed all 3 courses.",courses,positive
"One of my favorites though was the Angry Lobster, a cold lobster salad that was magnificent.",cold lobster salad,positive
"otherwise, good stuff for late nite eats.",eats,positive
Incredible food at a very agreable price brings me back just about every other day to this authentic Thai restaurant.,price,positive
"Good food at the restaurant (a bit expensive, but great if you want to impress your date).",food,positive
"my picks are:  - Scallion Pancake (fried with vegetable juice, very special and tasty)  - Guizhou Chicken  - Shredded Squid Family Style (one of my personal favorites)  - Sichuan Spicy Soft Shell Crab  - Shuizhu Fish (this one is for hardcore Sichuan food fans, I wouldn't recommend to my American friends as it's very spicy.",vegetable juice,positive
"If you're craving for Haru's great food, especially the House Roll, but can't stand the wait building outisde, head across the street to their Sake Bar!",wait building,negative
"The flavors are great, and the menu is extensive.",flavors,positive
"The entree was bland and small, dessert was not inspired.",entree,negative
"Excellent dumplings served amid clean, chic decor.",dumplings,positive
"So, a little inconsistency there but either way, both pizzas were really good.",pizzas,positive
"Small servings for main entree, i had salmon (wasnt impressed) girlfriend had chicken, it was good.",entree,negative
I am relatively new to the area and tried Pick a bgel on 2nd and was disappointed with the service and I thought the food was overated and on the pricey side.,service,negative
All the food was hot tasty.,food,positive
We ate outside at Haru's Sake bar because Haru's restaurant next door was overflowing.,bar,neutral
Food was good not great not worth the wait or another visit,wait,negative
"I must warn the reader that the portions sizes are very small (especially the appetizers), so if you plan to eat until you are full and do not intend to order the chef's special tasting menu, prepare to order and pay for an appetizer (1 dish for each person because the portions are not for sharing), a main entree, and the cold udon at the end of the meal.",appetizer,negative
"Complimentary stuff kept coming, and when the waiter saw me opening a gift, I received my dessert on a plate that had Happy Birthday written on it, with a candlevery nice touch, and attentive staff.",staff,positive
"I only tried a simple dish of spinach ravioli in a light oil and garlic sauce, but it actually faired better than most NYC Italian joints I've tried similar dishes at.",dish,positive
The space is nice but when we order our drink we were in for a surprise.,space,positive
All we received was an apology as we left to see our show without dinner.,dinner,neutral
The one vegetarian entree (Abby's treasure) was actually quite a surprise - it was delicious and had wintermelon covering an assortment of fresh mushrooms and vegetables.,vegetarian entree,positive
"The menu changed, portions were even smaller than before, a lentil dish was salty beyond edibility, a basmati rice dish lacked flavor.",basmati rice dish,negative
"this is the best secret place in midtown', I heard that from the bartender, after having brilliant food ( try steak with portobello mushrooms) and drinks on the bar last Tuesday.",steak with portobello mushrooms,positive
"I like the somosas, chai, and the chole, but the dhosas and dhal were kinda dissapointing.",dhosas,negative
"If you love wine and cheese and delicious french fare, you'll love Artisanal!",cheese,positive
Mine was a little burnt but still delicious with goat cheese and panchetta (raddichio was kind of bitter though).,goat cheese,positive
Both times we waited well over a half hour for a table (even though we had reservations).,table,negative
Awsome Pizza especially the Margheritta slice.,Margheritta,positive
"My entree of hot pot with seafood was full of imitation crabmeat with a couple pieces of shrimp and squid, and was unnecessarily heated with a burner.",crabmeat,negative
Our tiny table for two (dinner plates hung over edge) was right in the middle of one of the lanes of waiter traffic.,dinner plates,negative
"I love when restaurants think using fancy expensive ingrediants makes the food fine cuisine, even with no idea how to use them.",cuisine,positive
The owners and employees are friendly and their pizza is fantastic.,owners,positive
"While the $20 entree range is not overly expensive, in New York City, there is definitely better food in that range, and so Sapphire, despite it's lovely atmosphere, will most likely not be a restaurant to which I will return.",food,negative
They smell like they stuff them with old canned vegetables like the spinach mushroom calzone.,canned vegetables,negative
"I choose to go with one of the special, the braised lamb shank in red wine, which was excellent.",special,positive
"A glass of Leaping Lizard, a glass of prosecco, and the mussels had everything happy.",glass of prosecco,positive
"There was a long wait for a table outside, but it was a little too hot in the sun anyway so our insde table was very nice.",insde table,positive
"Going to Volare is like going to your favorite aunt's house for dinner, assuming that your aunt is a great Italian cook.",dinner,neutral
"The ambience was nice, but service wasn't so great.",ambience,positive
Rao's has the best service and atmosphere in NYC.,service,positive
"I have known about this secret for the last 13 years, Emilio(the Godfather) has continued to serve food and wine for the gods at mortal prices.",food,positive
now if they could only get a toaster.,toaster,negative
"We concluded with tiramisu chocolate cake, both were delicious.",tiramisu chocolate cake,positive
"Pizza and garlic knots are great as well, I order from them quite often and the delivery is always super quick!",garlic knots,positive
"Nice ambiance, nice little bar, good bartender, Francois, and good service.",bartender,positive
"Good crowd, good outdoor seating, with a hip japanese vibe.",vibe,positive
The waitress suggested glasses of wine that went very well with the food.,glasses of wine,positive
By far this is the only chinese desserts place I know in NY or anywhere close in the Northeastern America that serves desserts with frog jelly in a couple of varieties and pig feet ginger simmered in black vinegar.,desserts with frog jelly,positive
"If you want some roast duck, pork or chicken on rice with ginger, try them out!",pork,positive
Right off the L in Brooklyn this is a nice cozy place with good pizza.,place,positive
"I would not have been so disappointed with the portions if the qualities were good enough to make up for it, but they were not!",portions,negative
"Service could be improved but overall this is a place that understands the importance of little things (the heavy, black, antique-seeming teapot, for one) in the restaurant experience.",Service,negative
"if this happens, just ask for real naan.",naan,neutral
This is definitely an  excellent date spot because of the ambiance and on the weekends the  night scene is more than alive.,ambiance,positive
"The entree was bland and small, dessert was not inspired.",dessert,negative
"The menu changed, portions were even smaller than before, a lentil dish was salty beyond edibility, a basmati rice dish lacked flavor.",lentil dish,negative
This food is asian-air fusion.,food,neutral
The food and staff always surprise me with the new heights they are taken to.,food,positive
Service was good and food is wonderful.,Service,positive
