"@id","text","aspectTerms__aspectTerm__@from","aspectTerms__aspectTerm__@polarity","aspectTerms__aspectTerm__@term","aspectTerms__aspectTerm__@to","aspectCategories__aspectCategory__@category","aspectCategories__aspectCategory__@polarity"
"","","32","positive","číšník","38","service","positive"
"10687","Jídlo fakt dobré. krasná atmosféra. Výhodné ceny. Tuhle restauraci bych doporučil všem.","0","positive","Jídlo","5","food","positive"
"","","44","positive","ceny","48","ambience","positive"
"","","25","positive","atmosféra","34","price","positive"
"","","56","positive","restauraci","66","anecdotes/miscellaneous","positive"
"10680","Vyborna restaurateur urcite prideme znovu","8","positive","restaurateur","20","anecdotes/miscellaneous","positive"
"10186","Možná trochu ubrat stolů a udělat více místa pro soukromí by neuškodilo.","","","","","ambience","negative"
"10187","Byli jsme s přítelem v lednu na voucher a přes mé obavy, částečně plynoucí ze zdejších recenzí, můžu jen doporučit.","32","positive","voucher","39","anecdotes/miscellaneous","positive"
"10188","Jako hlavní chod jsme zvolili telecí líčka na červeném víně s bramborovu kaší.","30","neutral","telecí líčka na červeném víně s bramborovu kaší","77","food","neutral"
"10189","Kuchyň byla vždy skvělá :-)","0","positive","Kuchyň","6","food","positive"
"691","Jsem místní, mám to z Velhartic sotva deset kilometrů a dobrých restaurací na sušicku by člověk napočetl na prstech jedné ruky","64","positive","restaurací","74","anecdotes/miscellaneous","positive"
"1570","A před koncem platnosti poukazu bývá hodně plno, takže je potřeba fakt rezervovat dost předem","24","neutral","poukazu","31","anecdotes/miscellaneous","neutral"
"2053","Pokud nechcete riskovat že bude plno, je pro vás tato služba ideální","54","positive","služba","60","anecdotes/miscellaneous","positive"
"2054","Polední menu špíz a restované brambory hrozné","13","negative","špíz a restované brambory","38","food","negative"
"","","0","negative","Polední menu","12","",""
"2055","Porce maličké, kvalita strašná, vůbec to neodpovídalo ceně ani s použitím voucheru","0","negative","Porce","5","food","negative"
"","","74","negative","voucheru","82","price","negative"
"","","54","negative","ceně","58","anecdotes/miscellaneous","negative"
"2056","Příšerná restaurace s hrozným jídle, urážka řecké kuchyně","9","negative","restaurace","19","food","negative"
"","","30","negative","jídle","35","anecdotes/miscellaneous","negative"
"","","44","negative","řecké kuchyně","57","",""
"1571","A připravte se na to, že kromě piva, si nic nevychutnáte (pokud ho pravda mají)","31","positive","piva","35","food","positive"
"","","","","","","anecdotes/miscellaneous","negative"
"646","Holt chtějí už jen vydělávat peníze a na kvalitě, co poskytují, jim už vůbec nezáleží","","","","","anecdotes/miscellaneous","negative"
"2050","obsluha pomalá a bez zajmu, na všechno čekáme šíleně dlouho","0","negative","obsluha","7","service","negative"
"648","Hospůdka funguje díky reklamě v televizi jen jako pračka na peníze, ale vlastně nic nenabízí","0","negative","Hospůdka","8","anecdotes/miscellaneous","negative"
"2051","Od přijetí po obsluhu naprosto vzorně profesionální, což platí pro oba obsluhující paní i pána","71","positive","obsluhující","82","service","positive"
"","","14","positive","obsluhu","21","",""
"2052","podnik má své již odžito","0","negative","podnik","6","anecdotes/miscellaneous","negative"
"10195","Opravdu slabé,a ještě vám dají bůhví jaké sake aby měli od vás pokoj.","42","negative","sake","46","food","negative"
"10196","Ale prinesl ho, a cena na vino byla jina nez rikal nam ustne.","26","neutral","vino","30","food","neutral"
"","","18","neutral","cena","22","service","negative"
"","","","","","","price","neutral"
"644","Fakt mě to mrzí, je to obrovské vystřízlivění z dřívějšiho nadšení","","","","","anecdotes/miscellaneous","negative"
"10193","Super vše dobré jídlo pití ..pár blbců kteří chtějí žrát zadarmo :) at jdou jinam.","22","positive","pití","26","food","positive"
"","","16","positive","jídlo","21","service","positive"
"","","","","","","ambience","positive"
"10194","Papírové prostírání se hodí do levné putiky, ale sem?","9","negative","prostírání","19","ambience","negative"
"10191","Nevím, jestli to lze, ale zde bych doporučil maximálně jídlo zabalit a posoudit doma.","55","neutral","jídlo","60","food","neutral"
"","","","","","","ambience","negative"
"10192","Všechno špatně, styďte se!!!","","","","","anecdotes/miscellaneous","negative"
"640","Doporučuji navštívit pouze jako návod na pohádku jak chudý Honza ke království přišel","","","","","anecdotes/miscellaneous","negative"
"641","Doporučuji všem gurmánům a pan Polreich sem může posílat své kuchaře do učení, protože to co předvádí v jeho restauracích v Praze se nedá srovnat","61","positive","kuchaře","68","service","positive"
"10190","Líbí se mi prostředí a hlavně velmi milá obsluha ,jídlo nemluvě,byla jsem velmi spokojená.vřele doporučuji.","41","positive","obsluha","48","food","positive"
"","","11","positive","prostředí","20","service","positive"
"","","50","positive","jídlo","55","ambience","positive"
"10199","Horší putika v Praze snad není.","6","negative","putika","12","anecdotes/miscellaneous","negative"
"10198","No, jestli jsou tam doopravdy ty bílé židle a ty nové stolky , tak běda !","","","","","ambience","neutral"
"","","","","","","anecdotes/miscellaneous","neutral"
"10197","Měl jsem vztek a z restaurace jsem odešel, když u stolu vedle mého začala paní kouřit a bylo mi řečeno, že paní je již v kuřácké zéně a tudíž to smí.","19","negative","restaurace","29","service","negative"
"","","","","","","ambience","negative"
"","","","","","","anecdotes/miscellaneous","negative"
"1566","Vřele doporučuji!!! Musta koira Go!","","","","","anecdotes/miscellaneous","positive"
"1567","Vynikající steaky, je vidět a cítit že je v Musta koiře nová krev","11","positive","steaky","17","food","positive"
"1568","Z kuchyně bylo slyšet jak kuchař nadává číšníkovi né moc hezky","26","negative","kuchař","32","service","negative"
"","","40","neutral","číšníkovi","49","",""
"1569","A pak nám na závěr napočítal pár piveček navíc","33","neutral","piveček","40","food","neutral"
"","","","","","","service","negative"
"2047","Nechápu, jak na jednu stranu dokáže pan Maršák nachystat tak skvělou ochutnávku vín, když si poté do restaurace pustí někoho, kdo je zralý na obvinění z obecného ohrožení, nebo jen vaří kuchaři z toho co pan Maršák pošle do kuchyně?","186","negative","kuchaři","193","service","negative"
"","","101","neutral","restaurace","111","",""
"","","80","positive","vín","83","",""
"2046","Možná bych i ráda osobně poznala kuchaře či kuchařku, která si vezme na vědomí, že na restauraci dřív nebo později poddá někdo trestní oznámení","44","negative","kuchařku","52","service","negative"
"","","86","negative","restauraci","96","anecdotes/miscellaneous","negative"
"","","33","negative","kuchaře","40","",""
"1564","Včera jsme na doporučení navštívili Musta koiru, Strávili jsme tam velmi příjemný večer s krásně servírovaným a výborným jídlem","97","positive","servírovaným","109","food","positive"
"","","121","positive","jídlem","127","service","positive"
"2049","Neuvěřitelně odporný jídlo, poprvé jsem to brala jako náhodu, po druhé už s přivřením oka, ale i napotřetí bylo jídlo hnus","21","negative","jídlo","26","food","negative"
"","","112","negative","jídlo","117","",""
"2066","To je ale opravdu jediné, na co se tam dá zajít, protože na dovezených vínech od vinaře se nedá co zkazit !","71","positive","vínech","77","food","positive"
"639","Doporučil bych Pohlreichovi, aby zvážil zda-li zpětně neodebrat hvězdy","","","","","anecdotes/miscellaneous","negative"
"2064","Souhrn: Kvalita neodpovídá ceně","27","negative","ceně","31","price","negative"
"2062","smrad,špína,bez ubrusu,celkově je vidět,že na čistotu se nedbá","","","","","ambience","negative"
"637","Do každého luxusního podniku a hotelu smí pes, jen do některých knajp má zákaz vstupu","21","positive","podniku","28","anecdotes/miscellaneous","negative"
"","","64","negative","knajp","69","",""
"2060","Restauraci mohu doporučit","0","positive","Restauraci","10","anecdotes/miscellaneous","positive"
"635","Dnes se z toho dela prazsky Vaclavak na Sumave, ale je to jen a jen odpoved na cestu , kterou se pan Ruda vydal","","","","","anecdotes/miscellaneous","neutral"
"636","Do budoucna chtějí vybudovat svojí vlastní zrací místnost","","","","","",""
"2061","Restauraci nedoporučuji, žádné řecký speciality to nejsou, byli jsme několikrát v Řecku a myslím si , že by řekové koukali jak jim jejich krajané kazí jméno, ceny vysoké a jídlo naprosto nechutné","0","negative","Restauraci","10","food","negative"
"","","172","negative","jídlo","177","price","negative"
"","","158","negative","ceny","162","anecdotes/miscellaneous","negative"
"","","31","negative","řecký speciality","47","",""
"631","dětská jídla v pohodě, králík dobrý, žebra výborná,dezerty byly bez chyby","37","positive","žebra","42","food","positive"
"","","23","positive","králík","29","",""
"","","51","positive","dezerty","58","",""
"","","0","positive","dětská jídla","12","",""
"1557","V neděli 2.9. jsem navštívil s přítelkyní tuto restauraci","47","neutral","restauraci","57","anecdotes/miscellaneous","neutral"
"1555","Tuto restauraci jsme velice rádi navštěvovali a doporučili ji mnoha známým","5","positive","restauraci","15","anecdotes/miscellaneous","positive"
"1554","Tuto restaurace vřele doporučuji","5","positive","restaurace","15","anecdotes/miscellaneous","positive"
"2059","Restauraci moc nedoporučuji, obsluha kterou jsme zažili s manželem a dcerou byla na budu mrazu","29","negative","obsluha","36","service","negative"
"","","","","","","anecdotes/miscellaneous","negative"
"1551","Takže my, ani nikdo z našich známých tam už nepůjde, i když jsme z Újezda nad Lesy, raději navštívíme osvědčenou restauraci Forest golf v Klánovicích","113","neutral","restauraci","123","anecdotes/miscellaneous","negative"
"1552","Tato restaurace mě strašně moc zklamala a o gastronomickém zážitku se VŮBEC nedá mluvit","5","negative","restaurace","15","food","negative"
"","","","","","","anecdotes/miscellaneous","negative"
"2057","restaurace si na nic nehraje,není to žádný luxus podnik,ale vaří vynikající,i prostředí uvnitř je ucházející","0","positive","restaurace","10","food","positive"
"","","49","positive","podnik","55","ambience","positive"
"","","60","positive","vaří","64","anecdotes/miscellaneous","positive"
"","","78","positive","prostředí","87","",""
"668","Je to clovek, ktery jen tezi z poradu Ano , sefe a ze znamosti a pochlebovani panu Pohlreichovi","","","","","",""
"2030","Co jsme s přítelkyněmi navštívili Zorbas při degustaci vín, jsme se rozhodli zajít druhý den i na oběd","55","neutral","vín","58","food","neutral"
"","","98","neutral","oběd","102","",""
"2031","dens jsme v restauraci poobědvali na voucher a mmúžeme ji všem vřele doporučit","37","positive","voucher","44","anecdotes/miscellaneous","positive"
"","","12","positive","restauraci","22","",""
"2032","Dne 24.6.2013 jsme již na základě předchozích dobrých zkušeností s kuchyní i obsluhou zvolili k oslavě synových narozenin opět Řeckou obsluhou Zorbas","77","positive","obsluhou","85","food","positive"
"","","134","neutral","obsluhou","142","service","positive"
"","","67","positive","kuchyní","74","anecdotes/miscellaneous","neutral"
"1550","Takových podniku, by mělo byt v čechách více!","9","positive","podniku","16","anecdotes/miscellaneous","positive"
"2034","Chtěla bych pochválit včerejší úžasnou neřízenou ochutnávku, převážně řeckých vín","70","positive","řeckých vín","81","food","positive"
"664","Je fakt, že dávat 230kč za hamburgera (i když obrovského) mi přijde hodně, ale z meny se dá vybrat i za přijatelnější cenu","81","neutral","meny","85","food","neutral"
"","","118","negative","cenu","122","price","negative"
"","","27","neutral","hamburgera","37","",""
"666","Je pravda, že kdo nemusí tolik maso, tak si tam nevybere","31","neutral","maso","35","food","neutral"
"667","Je to akorát zmedializované, maso dováží, nestíhá ho nechat odležet","29","negative","maso","33","food","negative"
"1548","tak nevím,co se děje,ale oběd byl chutný a restaurace upravená moc příjemně","43","positive","restaurace","53","food","positive"
"","","25","positive","oběd","29","anecdotes/miscellaneous","positive"
"2025","Zelný salát deklarovaný na jídelním lístku u vchodu jako součást menu nedorazil","0","neutral","Zelný salát","11","food","neutral"
"","","","","","","service","negative"
"1540","Sem se chodí vážení na labužnické a delikatesní zážitky!","","","","","food","positive"
"1541","Skvela restaurace a jeste lepsi jidlo","7","positive","restaurace","17","food","positive"
"","","32","positive","jidlo","37","anecdotes/miscellaneous","positive"
"1542","Stoly jsou hezké a čistě prostřené :)","","","","","ambience","positive"
"1544","Super jídlo, skvělá atmosféra = báječný Valentýn","6","positive","jídlo","11","food","positive"
"","","20","positive","atmosféra","29","ambience","positive"
"1545","Svátek Sv. Valentýna v Musta koiře? URČITĚ ANO !! Měli jsme krásně romanticky prostřený stůl, dostali fantastické menu a dokonalou obsluhu","114","positive","menu","118","food","positive"
"","","88","positive","stůl","92","service","positive"
"","","131","positive","obsluhu","138","ambience","positive"
"1547","Tak jsme to šli také omrknout, jak tam vaří","","","","","",""
"659","Já rozumím že jsme tam byli třeba pozdě a ještě k tomu ve všední den ale všechno se dá přece říct normálne a nemusím u toho být arogatní a nepříjemný","","","","","service","negative"
"2040","jídlo nám vždy moc chutnalo, nestalo se, že by něco bylo špatné, ba naopak,chodíme rádi a často, ubrusy nemají, ale myslím, že se na ty krásné dřevěné stoly nehodí, hodnotím celkově za jedna, doporučuji","0","positive","jídlo","5","food","positive"
"","","","","","","anecdotes/miscellaneous","positive"
"2041","již nikdy víc,který blbec tuto knajpu vyhlásil nej. balkánskou restaurací","31","negative","knajpu","37","anecdotes/miscellaneous","negative"
"658","Já jsem na žebrách našel masa tak pro pětiletého kluka a moje manželka měla steak skoro syrový, který nešel ani ukrojit","25","negative","masa","29","food","negative"
"","","11","negative","žebrách","18","",""
"","","76","negative","steak","81","",""
"2044","Mohu tuto restauraci jedině doporučit","10","positive","restauraci","20","anecdotes/miscellaneous","positive"
"2045","Moje žena byla naprosto znechucená jakýmsi nápojem, který se měl podobat plzeňskému pivu, které muselo stát v sudu minimálně týden","43","negative","nápojem","50","food","negative"
"","","73","neutral","plzeňskému pivu","88","",""
"651","Hovězí stejk byl jak tvrdá žvýkačka, po upozornění číšníka na nekvalitní maso jen úšklebek a poznámka ""máte smůlu"" Polrajchu kam jsi dal oči","0","negative","Hovězí stejk","12","food","negative"
"","","51","negative","číšníka","58","service","negative"
"652","Chápu rozhořčené hosty :-(","","","","","anecdotes/miscellaneous","negative"
"650","Hostům neslouží, průměrná kvalita jídla a sprosté oblvování hosta","34","negative","jídla","39","food","negative"
"","","","","","","service","negative"
"655","Interiér hezký, nicméně na letní terase musíte od jídla permanentně odhánět vosy a mouchy","27","negative","letní terase","39","",""
"","","0","positive","Interiér","8","",""
"653","Chutově dobré, jídlo je podáváno na velkých talířích , ale porce je velmi malá cena odpovídá tak Alcronu","79","negative","cena","83","price","negative"
"","","59","negative","porce","64","",""
"","","15","positive","jídlo","20","",""
"1539","Se psem bych to radši ani nezkoušela","","","","","anecdotes/miscellaneous","neutral"
"1538","Restaure Musta koira je pro Nás ta nejlepší volba","0","positive","Restaure","8","anecdotes/miscellaneous","positive"
"2038","jídla nic moc,ale obsluha rychlá a milá","18","positive","obsluha","25","food","negative"
"","","0","negative","jídla","5","service","positive"
"2037","jediné, co se dalo, jsou vína","25","positive","vína","29","",""
"2036","Já naopak restauraci doporučuji,byla jsem tam třikrát,poprvé gyros,podruhé Souvlaki a potřetí jehněčí kolínko a jídlo vždy bylo vynikající,a paní číšnice byla milá,ráda se tam bude vracet!","61","positive","gyros","66","food","positive"
"","","75","positive","Souvlaki","83","service","positive"
"","","94","positive","jehněčí kolínko","109","anecdotes/miscellaneous","positive"
"","","146","positive","číšnice","153","",""
"","","112","positive","jídlo","117","",""
"","","10","positive","restauraci","20","",""
"1530","Odchazeli jsme s plným břiškem a velkou spokojeností, po krásném kulinářském zažitku","","","","","food","positive"
"1535","Přílohy, které zde kombinují jsou mnohdy vzdálené mému chápání","0","negative","Přílohy","7","food","negative"
"1536","přivítala nas velmi prijemna obsluha ale take jedna mistnost s osuntelym nabytkem z roku cca 85 který najdete podle sazavy zhruba před kazdou druhou ctyrkovou hospodou","29","positive","obsluha","36","service","positive"
"","","73","negative","nabytkem","81","ambience","negative"
"1533","Potvrzuji, dnes jsme si opět velmi pochutnali","","","","","anecdotes/miscellaneous","positive"
"10207","Báječná nová restaurace, ve které se dá skvěle navečeřet.","13","positive","restaurace","23","anecdotes/miscellaneous","positive"
"1474","vse ok","0","positive","vse","3","anecdotes/miscellaneous","positive"
"10208","všem doporučuji jídlo je bezva, obsluha fajň příjemná děvčata, byla jsem taky na živé hudbě, když jsme měli oslavu , byla to jízda......doporučuji","32","positive","obsluha","39","food","positive"
"","","16","positive","jídlo","21","service","positive"
"1477","z medium steaku se vyklubal z 1/3 syrovy doplneny o omacku pry s peprem","52","negative","omacku","58","food","negative"
"","","9","negative","steaku","15","",""
"10205","Nyní se to zvedlo o dvacku to by se ještě dalo, ale stále ta obsluha na úrovni 4 cenové bez větráku.","61","negative","obsluha","68","service","negative"
"","","","","","","price","neutral"
"1476","Výborná kvalita za dobrou cenu","8","positive","kvalita","15","price","positive"
"","","26","positive","cenu","30","anecdotes/miscellaneous","positive"
"10206","Kdo neměl, doporučuji vyzkoušet.","","","","","food","positive"
"1478","Za mě super","","","","","anecdotes/miscellaneous","positive"
"10209","Jídlo na bufetu místy vypadá, že tam je déle než je zdrávo, ale to mám za to....","0","negative","Jídlo","5","food","negative"
"1092","Mírným negativem jsou vyšší ceny, ale návštěva, jíldo, prostředí rozhodně stojí za to!!!","48","positive","jíldo","53","food","positive"
"","","28","negative","ceny","32","ambience","positive"
"","","","","","","price","negative"
"10200","DOBŘE jsem se najedl a pivo maji dobře vychlazené a hlavně jsem se dlouho nesetkal s takovou ochotou ,je tam čisto i na zachodech a jsou tam velice kamaradští.","23","positive","pivo","27","food","positive"
"","","120","positive","zachodech","129","service","positive"
"","","","","","","ambience","positive"
"1095","musím ač nerada přidat ŠPATNÝ!!!moc špatný,maso nejde ukrojit natož pozřít","43","negative","maso","47","food","negative"
"1097","Musím z větší části souhlasit s Lukášem","","","","","",""
"10203","Jídlo fantazie, pití samozřejmě dražší, ale stojí to za to..","0","positive","Jídlo","5","food","positive"
"","","16","positive","pití","20","price","negative"
"1096","Musím souhlasit, že už to není ono","","","","","anecdotes/miscellaneous","negative"
"10204","jidlo super prostredi super vsetkym doporucujeme.","12","positive","prostredi","21","food","positive"
"","","0","positive","jidlo","5","ambience","positive"
"10201","Jako dezert jsme si dali jednak jablečný závin se zmrzlinou a dále žemlovku.","67","neutral","žemlovku","75","food","neutral"
"","","32","neutral","jablečný závin se zmrzlinou","59","",""
"10202","co se týče debaty o couvertu - ten je mi celkem šumák, ale jinak se musím zastat Evy, byl jsem tam minulý týden a obsluha opravdu moc příjemná nebyla, navíc jsme na jídlo čekali přes půl hodiny (na denní menu), což mi přijde hodne","165","neutral","jídlo","170","food","neutral"
"","","114","negative","obsluha","121","service","negative"
"","","198","neutral","denní menu","208","",""
"1970","Zakoupila jsem si"" voucher"" do této restaurace","19","neutral","voucher","26","anecdotes/miscellaneous","neutral"
"","","36","neutral","restaurace","46","",""
"1971","Závěr: rozhodně se nejedná o gurmánský zážitek, a nevyplatí se ani za tuto relativně příznivou cenu","95","positive","cenu","99","food","negative"
"","","","","","","price","positive"
"1973","Zdravím všechny, bohužel i já musím, po včerejší návštěvě restaurace na voucher, konstatovat - špatný, špatný, špatný","58","negative","restaurace","68","anecdotes/miscellaneous","negative"
"","","72","negative","voucher","79","",""
"1977","A vrchol všeho...místo platýze za 209kč dostávám pangase, v kvalitě průměrné hospody s přílohou v kvalitě podprůměrné hospody","49","negative","pangase","56","food","negative"
"","","23","negative","platýze","30","",""
"","","87","negative","přílohou","95","",""
"1979","Číšník tam vůbec nepatří, neuměl poradit s výběrem a byl neochotný","0","negative","Číšník","6","service","negative"
"1484","Byla jsem s návštěvou velice spokojená co se týče obsluhy příjemné vystupování,mladý šikovný číšník","93","positive","číšník","99","service","positive"
"","","50","positive","obsluhy","57","",""
"1488","děkujeme za vánoční večírek a přejeme hodně štěstí!","","","","","anecdotes/miscellaneous","positive"
"1487","Děkujeme a brzy nashedanou","","","","","anecdotes/miscellaneous","positive"
"1485","Byla jsem už při příchodu velmi mile překvapená,příjemným a klidným prostředím","68","positive","prostředím","78","ambience","positive"
"1080","Licka byla vynikající","0","positive","Licka","5","food","positive"
"1489","Děkuji za profesionální přístup,ochotu obsluhy a umění pana kuchaře","39","positive","obsluhy","46","food","positive"
"","","60","positive","kuchaře","67","service","positive"
"1084","Marketing a peníze je jedna věc,ale skutečná spokojenost je něco jiného","","","","","",""
"1083","Manželka měla z reklamovaných ""vepřových hodů"" kotletu s bramborem => jednalo se obyčejný plátek masa s pokrájenou zeleninou a čtvrtkami brambor => a to celé za 205,-Kč","31","negative","vepřových hodů","45","food","negative"
"","","90","negative","plátek masa s pokrájenou zeleninou a čtvrtkami brambor","144","price","neutral"
"","","47","negative","kotletu s bramborem","66","",""
"1082","mám přesně stejnou zkušenost jako Lukáš- i výběr jídla","49","neutral","jídla","54","food","neutral"
"1081","Lituji, že jsem si tyto recenze nepřečetl před rezervací místa","","","","","anecdotes/miscellaneous","negative"
"1087","Měli jsme v plánu tuto provozovnu navštívit už minulým rokem, ale díky dlouhodobým rezervacím nám nebylo přáno","23","negative","provozovnu","33","anecdotes/miscellaneous","negative"
"1086","Mel jsem tu moznost poznat pana majitele osobne a uz dal nemohu , nez napsat vsem lidem pravdu","32","neutral","majitele","40","service","neutral"
"1982","Hezké prostředí, jen ta vzduchotechnika to trochu kazí:(","6","positive","prostředí","15","ambience","positive"
"1983","Hlavní jídlo Musaka: nic moc, jak z mraženého polotovaru, malá porce, za cca 190 Kč","13","negative","Musaka","19","food","negative"
"","","63","negative","porce","68","price","negative"
"1981","Do této restaurace už opravdu nikdy nevkročím","8","negative","restaurace","18","anecdotes/miscellaneous","negative"
"1079","Letos KATASTROFA!","","","","","anecdotes/miscellaneous","negative"
"1986","K tomu domácí olivový chleba a talířek se sýry - to vážně nemělo chybu","7","positive","domácí olivový chleba","28","food","positive"
"1987","K tomu Řecký salát cca 160 Kč - dost ošizený jen cca 7 oliv, málo sýra, hlavně papriky, rajčata, tj. levné části, tj. celkově nechutnalo jako řecký salát","66","neutral","sýra","70","food","negative"
"","","79","neutral","papriky","86","",""
"","","7","negative","Řecký salát","18","",""
"","","142","negative","řecký salát","153","",""
"","","55","neutral","oliv","59","",""
"","","88","neutral","rajčata","95","",""
"1985","Jídlo vůbec nevypadalo jako to, co jsme jedli v Řecku","0","negative","Jídlo","5","food","negative"
"1490","Dne 31.8.2012 jsem na doporučení své známé,navštívila tuto restauraci","59","neutral","restauraci","69","anecdotes/miscellaneous","neutral"
"1988","Kdo má rád řecká vína, měl by rozhodně na ochutnávku někdy zajít","11","positive","řecká vína","21","food","positive"
"1494","Dobrý den, včera jsem navštívil s rodinou restauraci Musta koira poprvé","42","neutral","restauraci","52","anecdotes/miscellaneous","neutral"
"1492","Dnes jsem tam byla po delší době na obědě - a naprosto super! Jídlo bylo vynikající na závěr perfektně uvařen espresso","62","positive","Jídlo","67","food","positive"
"","","110","positive","espresso","118","",""
"","","36","positive","obědě","41","",""
"1493","Dobrý den, Lenko tento číšník zde již nepracuje","23","neutral","číšník","29","service","neutral"
"1458","Rádi bychom Vás pozvali ,aby jste se přesvědčila o změnách, které zde proběhli","","","","","anecdotes/miscellaneous","neutral"
"10229","No nikdy více :)","","","","","anecdotes/miscellaneous","negative"
"1455","Pouze víno, které mi obsluha k jídlu nabídla, bylo fajn","21","neutral","obsluha","28","service","neutral"
"","","6","positive","víno","10","",""
"","","31","negative","jídlu","36","",""
"10227","Štítila jsme se toho !","","","","","food","negative"
"10228","Na požádání jsem tedy dostal od číšníka jídelní lístek klasického formátu a to dokonce tříjazyčný (i když se to tedy neobešlo bez kyselých ksichtů a podivných poznámek, že nechápe co je na tom nepřehledného..wft??).","","","","","service","negative"
"1075","Když to shrnu:kvalita rozhodne neodpovídá ceně, personál mi moc nepasuje do tohoto prostřední, vzhledem k ceně jsme čekali gurmánský zážitek,který se nekonal","48","negative","personál","56","food","negative"
"","","83","neutral","prostřední","93","service","negative"
"","","106","negative","ceně","110","ambience","neutral"
"","","42","negative","ceně","46","price","negative"
"10225","super obsluha,ještě lepší jídlo levné ceny jen doporučuji nic lepšího v dalekém okolí není a ani asi v centru skuste to.","6","positive","obsluha","13","food","positive"
"","","38","positive","ceny","42","service","positive"
"","","26","positive","jídlo","31","price","positive"
"1074","Kam zmizel rumsteak jehneci nebo pstruh ?","33","neutral","pstruh","39","food","neutral"
"","","20","neutral","jehneci","27","",""
"","","11","neutral","rumsteak","19","",""
"10226","Akorát mě znepokojila jedna ze servírek, která na zahrádce pila baňky.","31","negative","servírek","39","service","negative"
"","","50","neutral","zahrádce","58","ambience","neutral"
"10223","Předkrmy, carpaccio a krevety výborné, propečení steaků trefeno přesně (medium a medium-rare), a to hlavní, maso bylo chuťově skvělé, nemělo moc tukového krytí (za což byl přítel rád), ale přesto výrazné chuti.","0","positive","Předkrmy","8","food","positive"
"","","10","positive","carpaccio","19","",""
"","","49","positive","steaků","55","",""
"","","22","positive","krevety","29","",""
"","","108","positive","maso","112","",""
"1076","Ke Štěpánovi již minimálně dva roky nechodíme","","","","","anecdotes/miscellaneous","negative"
"10224","Uplatnili jsme voucher na mix gril, byli jsme spokojeni, vnitroblok jako zahrádka, využili jsme posezení venku, nemáme výhrady","105","positive","venku","110","ambience","positive"
"","","15","neutral","voucher","22","anecdotes/miscellaneous","neutral"
"","","57","positive","vnitroblok","67","",""
"1071","Jsou místa kde se jde najíst o dost lépe za podstatně méně peněz","59","negative","peněz","64","food","negative"
"","","22","negative","najíst","28","price","negative"
"10221","Prostředí pěkné,čisté,vybavené, jídlo hrozné a o snídaních raději nemluvím.","32","negative","jídlo","37","food","negative"
"","","0","positive","Prostředí","9","ambience","positive"
"","","49","negative","snídaních","58","",""
"1070","Jsem spis gurman nez snob takže jdu za jídlem bez ohledu na cenu či prostředí a tady to je dnes především místo kam si zájede Pepík z Praglu protože je to mediálně zname,ceny jsou premrstene(s přihlédnutím k té gastronomické (ne)kvalitě)a v Praze pak muže machrovat jak si vyrazil do přírody,""skvěle"" se nazral a DOKONCE videl živou krávu a bucela","39","negative","jídlem","45","food","negative"
"","","211","negative","gastronomické","224","ambience","positive"
"","","60","negative","cenu","64","price","negative"
"","","170","negative","ceny","174","",""
"","","68","positive","prostředí","77","",""
"","","106","positive","místo","111","",""
"10222","nejlepši kuchin široko daleko","9","positive","kuchin","15","food","positive"
"1073","K Štepánovi jsme několik let jezdili na výborný steak s fazolkami, cibulovou krustou","48","positive","steak s fazolkami, cibulovou krustou","84","food","positive"
"1072","K našemu štěstí to máme opravdu s čím porovnat","","","","","",""
"10220","Uz nikdy me tam nikdo nedostane!!! Smrad, hluk... a misto toho aby mel clovek u jidla soukromi, jite i s vedlejsim stolem... Zavodni jidelna hadr…","80","neutral","jidla","85","food","neutral"
"","","","","","","ambience","negative"
"","","","","","","anecdotes/miscellaneous","negative"
"1996","Nedoporučuji","","","","","anecdotes/miscellaneous","negative"
"1997","Nedoporučuji","","","","","anecdotes/miscellaneous","negative"
"1998","Nikdy více nás tam neuvidí","","","","","anecdotes/miscellaneous","negative"
"1067","Již nikdy a nikdo mě tam nedostane","","","","","anecdotes/miscellaneous","negative"
"1992","Měli jsme slevový kupon který restaurace nabízela a tomu to asi také odpovídalo, maličkatá porce, manžel odcházel hladový","30","negative","restaurace","40","food","negative"
"","","10","negative","slevový kupon","23","anecdotes/miscellaneous","negative"
"","","91","negative","porce","96","",""
"1462","Slibovat jim dobré a originální jídlo a pak se jim vysmát naservírováním toho vašeho","32","negative","jídlo","37","food","negative"
"1999","Obsluha profesionální, nemám, co bych vytkl, naopak","0","positive","Obsluha","7","service","positive"
"1466","Takže pokud si nechcete zkazit den, nechoďte tam","","","","","anecdotes/miscellaneous","negative"
"1465","Takže pokud mohu za sebe říct je rozhodně v pořádku, že si v Musta koira určili prioritu v podobě kvalitního a klidného prostředí na jídlo","133","neutral","jídlo","138","food","neutral"
"","","120","positive","prostředí","129","ambience","positive"
"","","","","","","anecdotes/miscellaneous","positive"
"10217","Píšu bohužel hodně velké zklamání z restaurace u Štěpána.","36","negative","restaurace u Štěpána","56","anecdotes/miscellaneous","negative"
"1464","Tady fakt dobrý!","","","","","anecdotes/miscellaneous","positive"
"10218","Výborné jídlo, příjemná obsluha, nízké ceny, 100 % spokojenost!!!","24","positive","obsluha","31","food","positive"
"","","39","positive","ceny","43","service","positive"
"","","8","positive","jídlo","13","price","positive"
